,Provider,age_mode,age_median,deceased_sum,Gender_mode,Race_mode,State_mode,County_mode,No_days_admitted_median,No_days_admitted_mode,No_days_ClaimProcessing_median,No_days_ClaimProcessing_mode,AttendingPhysician_mode,RenalDiseaseIndicator_mode,ChronicCond_Alzheimer_median,ChronicCond_Alzheimer_mode,ChronicCond_Cancer_median,ChronicCond_Cancer_mode,ChronicCond_Depression_median,ChronicCond_Depression_mode,ChronicCond_Diabetes_median,ChronicCond_Diabetes_mode,ChronicCond_Heartfailure_median,ChronicCond_Heartfailure_mode,ChronicCond_IschemicHeart_median,ChronicCond_IschemicHeart_mode,ChronicCond_KidneyDisease_median,ChronicCond_KidneyDisease_mode,ChronicCond_ObstrPulmonary_median,ChronicCond_ObstrPulmonary_mode,ChronicCond_Osteoporasis_median,ChronicCond_Osteoporasis_mode,ChronicCond_rheumatoidarthritis_median,ChronicCond_rheumatoidarthritis_mode,ChronicCond_stroke_median,ChronicCond_stroke_mode,NoOfMonths_PartACov_median,NoOfMonths_PartACov_mode,NoOfMonths_PartBCov_median,NoOfMonths_PartBCov_mode,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_median,OPAnnualDeductibleAmt_sum,OPAnnualDeductibleAmt_median,OPAnnualReimbursementAmt_sum,OPAnnualReimbursementAmt_median,IPAnnualDeductibleAmt_sum,IPAnnualDeductibleAmt_median,IPAnnualReimbursementAmt_sum,IPAnnualReimbursementAmt_median,DeductibleAmtPaid_sum,DeductibleAmtPaid_median,OperatingPhysician_mode,OtherPhysician_mode,no_of_service_provided,PotentialFraud
64,PRV55396,68.0,73.0,75,1,1,24,200,1.0,1.0,0.0,0.0,PHY421079,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,153830,100,37608,220,126350,600,48856,0,392400,0,16130.0,0.0,"['PHY368207', 'PHY382801']",['PHY371333'],75,No
65,PRV54653,73.0,74.0,70,0,1,29,150,1.5,1.0,2.0,0.0,PHY397940,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,377740,3000,55420,300,186770,1065,105664,1068,1046580,8000,42720.0,1068.0,['PHY333175'],['PHY327330'],70,No
66,PRV54949,68.0,75.0,404,0,1,33,610,1.0,1.0,0.0,0.0,PHY397726,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,525140,100,262960,340,899730,1050,275012,0,2693780,0,43780.0,0.0,['PHY411226'],"['PHY425944', 'PHY427839']",412,No
67,PRV54776,73.0,73.0,37,0,1,31,310,1.0,1.0,0.0,0.0,PHY328648,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,37450,100,28460,280,102960,1010,25496,0,244450,0,5340.0,0.0,['PHY364853'],"['PHY315557', 'PHY320451', 'PHY328648', 'PHY339453', 'PHY343973', 'PHY364853', 'PHY365998', 'PHY377544', 'PHY378756']",37,No
68,PRV53961,84.0,76.0,128,0,1,23,620,3.0,1.0,3.0,0.0,PHY401339,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,811460,5000,75380,240,275760,870,174948,1068,1332090,8100,102868.0,1068.0,['PHY399171'],['PHY383277'],129,Yes
69,PRV51868,66.0,71.0,144,0,1,6,20,2.0,1.0,2.0,0.0,PHY365755,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1099710,4000,61770,220,224390,805,191104,1068,2098620,7000,101510.0,1068.0,['PHY345295'],"['PHY356987', 'PHY375826', 'PHY407464']",144,Yes
70,PRV55667,76.0,74.5,38,0,1,36,490,4.0,3.0,4.0,3.0,PHY353793,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,382180,7000,18020,240,59580,490,70876,2136,551790,10270,38448.0,1068.0,['PHY338652'],['PHY369455'],38,Yes
71,PRV52979,71.0,73.5,6,0,1,15,780,3.5,1.0,3.5,1.0,PHY426681,0,1.5,1,2.0,2,1.5,1,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,1.5,1,2.0,2,12,12,12.0,12,68000,9500,8660,605,21250,910,12408,1068,68580,9660,6408.0,1068.0,['PHY426681'],['PHY387920'],6,No
72,PRV54875,44.0,70.5,19,0,1,32,0,5.0,2.0,5.0,2.0,PHY415056,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,172000,6000,7050,235,14270,390,33108,1602,279240,13080,20292.0,1068.0,['PHY389103'],['PHY389103'],20,Yes
73,PRV55414,70.0,72.0,12,0,1,35,80,1.0,1.0,0.0,0.0,PHY408203,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,13670,150,2390,100,11510,700,3204,0,16790,0,2136.0,0.0,['PHY408203'],"['PHY336451', 'PHY394832', 'PHY408203']",12,No
74,PRV52120,84.0,75.0,1225,0,1,33,400,1.0,1.0,0.0,0.0,PHY402457,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1950720,100,849815,360,3063100,1210,913612,0,8291150,0,172092.0,0.0,['PHY324753'],['PHY338490'],1231,Yes
75,PRV57555,74.0,74.0,41,0,1,52,360,2.5,1.0,3.0,0.0,PHY349464,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,330780,3500,19100,220,52530,1115,47856,1068,507470,7000,28856.0,1068.0,['PHY404972'],['PHY390655'],42,No
76,PRV55495,84.0,75.0,51,0,1,36,440,1.0,1.0,1.0,0.0,PHY392132,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,282660,400,24750,260,73090,800,81012,1068,682180,6000,25632.0,0.0,"['PHY339428', 'PHY412755', 'PHY419060']","['PHY366385', 'PHY393510']",51,Yes
77,PRV52038,77.0,74.0,255,0,1,1,490,1.0,1.0,0.0,0.0,PHY431533,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,240630,90,186020,340,598500,1050,165384,0,1537340,0,23618.0,0.0,['PHY345263'],['PHY431533'],259,No
78,PRV55208,81.0,75.0,53,0,1,34,330,1.0,1.0,0.0,0.0,PHY408604,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,76300,70,36690,340,117180,1270,42448,0,327140,0,7476.0,0.0,"['PHY335781', 'PHY337057', 'PHY368209', 'PHY371839', 'PHY378657', 'PHY389885', 'PHY399017', 'PHY407189', 'PHY407433', 'PHY425726', 'PHY425972', 'PHY427924', 'PHY428994']",['PHY384487'],53,No
79,PRV56350,70.0,76.0,158,0,1,43,630,1.0,1.0,1.0,0.0,PHY312392,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,812530,600,112220,250,407430,920,156772,1068,1626770,5000,69530.0,0.0,['PHY357983'],"['PHY312392', 'PHY326489']",158,Yes
80,PRV56592,66.0,73.0,118,0,1,45,830,1.0,1.0,1.0,0.0,PHY404462,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,732240,2500,66040,250,185590,810,114604,1068,1343100,7000,63122.0,1068.0,['PHY331893'],['PHY357910'],118,Yes
81,PRV55230,66.0,73.0,559,0,1,34,350,1.0,1.0,0.0,0.0,PHY376123,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2612740,400,333804,350,1247300,1180,557680,1068,5818840,4000,231368.0,0.0,"['PHY326612', 'PHY376123']",['PHY333406'],565,Yes
82,PRV53242,73.0,73.0,258,0,1,18,330,1.0,1.0,0.0,0.0,PHY321848,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1176290,300,128500,290,412350,1050,270024,1068,2540630,6000,112580.0,0.0,['PHY391308'],['PHY428845'],259,Yes
83,PRV53266,68.0,71.0,256,0,1,18,60,1.0,1.0,0.0,0.0,PHY404798,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,974110,300,161820,340,549120,1130,231620,1068,2258280,3000,89454.0,0.0,['PHY404798'],['PHY404798'],257,Yes
84,PRV54894,70.0,76.0,228,0,1,33,420,2.0,1.0,2.0,0.0,PHY424317,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1757060,4000,181150,340,569330,1060,437310,1068,3429230,7200,142144.0,1068.0,['PHY424317'],['PHY424317'],229,Yes
85,PRV53808,76.0,75.0,490,0,1,22,90,1.0,1.0,0.0,0.0,PHY362864,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1927250,300,261390,300,820870,990,494452,1068,3994760,4000,208122.0,0.0,['PHY362864'],['PHY407115'],493,Yes
86,PRV51178,77.0,74.0,65,1,1,3,60,1.0,1.0,1.0,0.0,PHY351542,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,431180,2000,49390,210,179210,1050,90400,1068,853140,5320,36602.0,1068.0,['PHY409438'],"['PHY320071', 'PHY374021', 'PHY427059', 'PHY433478']",65,Yes
87,PRV51159,80.0,74.0,566,0,1,13,340,1.0,1.0,0.0,0.0,PHY422690,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,797790,100,327466,280,1225260,1180,384992,0,3180110,0,70450.0,0.0,['PHY401189'],"['PHY336655', 'PHY341953', 'PHY412103']",569,Yes
88,PRV54085,77.0,74.0,234,0,1,24,40,1.0,1.0,0.0,0.0,PHY333439,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,602110,200,144950,340,489720,1000,172276,0,1425920,0,62504.0,0.0,"['PHY316837', 'PHY342934', 'PHY371810', 'PHY380280', 'PHY391803', 'PHY400379', 'PHY405443', 'PHY410961', 'PHY432325', 'PHY433156']","['PHY395817', 'PHY422179', 'PHY425035']",234,No
89,PRV54560,72.0,76.0,96,0,1,28,540,1.0,1.0,0.0,0.0,PHY328280,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,473080,300,49340,300,179090,1020,120916,1068,1155090,6100,42720.0,0.0,['PHY313249'],['PHY313249'],98,Yes
90,PRV54917,74.0,75.0,36,0,1,33,590,1.0,1.0,0.0,0.0,PHY384992,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,112450,100,20670,270,84130,880,28836,1068,216960,5000,16030.0,0.0,['PHY351056'],['PHY362580'],37,No
91,PRV56416,67.0,71.0,1582,0,1,44,780,1.0,1.0,0.0,0.0,PHY342238,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2744870,90,1069190,330,3790150,1230,909876,0,9904940,0,226962.0,0.0,['PHY342238'],['PHY333056'],1592,Yes
92,PRV54399,70.0,73.0,346,0,1,26,910,1.0,1.0,0.0,0.0,PHY365461,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,263040,80,290940,370,1097280,1290,201208,0,2524050,0,14744.0,0.0,['PHY365461'],['PHY316773'],349,Yes
93,PRV54348,66.0,72.0,215,0,1,26,940,1.0,1.0,0.0,0.0,PHY312648,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,959880,400,117780,260,449000,890,238396,1068,2343570,5000,95392.0,0.0,['PHY400192'],['PHY398642'],217,No
94,PRV52402,72.0,73.0,206,0,1,1,220,1.0,1.0,0.0,0.0,PHY424985,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,577120,200,115470,270,383430,1140,160384,0,1244380,0,60238.0,0.0,['PHY424985'],['PHY424985'],209,No
95,PRV52621,70.0,73.0,45,0,1,14,440,2.0,1.0,3.0,0.0,PHY332666,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,180280,3000,33940,350,132970,1380,50996,1068,472100,7000,24724.0,1068.0,"['PHY342954', 'PHY414922']",['PHY359392'],45,No
96,PRV51244,67.0,72.0,1407,0,1,4,590,1.0,1.0,0.0,0.0,PHY318667,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2153990,100,759980,300,2844860,1080,893036,0,8228970,0,211918.0,0.0,['PHY318667'],['PHY327911'],1415,Yes
97,PRV53620,67.0,71.5,127,0,1,3,60,1.0,1.0,0.0,0.0,PHY385762,0,2.0,2,2.0,2,1.0,1,1.0,1,1.5,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,82850,90,71900,315,268460,1075,77784,0,603940,0,6938.0,0.0,"['PHY373821', 'PHY385762']",['PHY429927'],128,No
98,PRV53385,72.0,73.0,1037,0,1,19,160,1.0,1.0,0.0,0.0,PHY401995,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1362570,90,609440,290,2303960,1040,717216,0,6035940,0,112584.0,0.0,['PHY401995'],['PHY395796'],1037,Yes
99,PRV51501,73.0,75.0,232,0,1,5,200,4.0,1.0,4.0,2.0,PHY327234,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2071310,6000,105950,200,333140,660,448000,1068,3849370,11000,231816.0,1068.0,"['PHY330603', 'PHY348953']","['PHY322265', 'PHY417043', 'PHY425340']",233,Yes
100,PRV57172,71.0,73.0,1757,0,1,49,430,1.0,1.0,0.0,0.0,PHY402772,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1386100,80,1158260,310,3903080,1270,706972,0,7052600,0,96456.0,0.0,['PHY408107'],['PHY408107'],1760,Yes
101,PRV52021,75.0,75.0,611,0,1,10,350,1.0,1.0,0.0,0.0,PHY429938,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1951850,200,393310,320,1340580,980,494532,0,4436860,0,193530.0,0.0,['PHY429938'],['PHY422591'],613,Yes
102,PRV54778,70.0,76.0,1665,0,1,31,310,1.0,1.0,0.0,0.0,PHY341452,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,998160,80,1292520,370,4488740,1145,817300,0,7305950,0,72234.0,0.0,['PHY341452'],['PHY341452'],1672,Yes
103,PRV55169,66.0,73.0,714,0,1,34,750,1.0,1.0,0.0,0.0,PHY328032,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1011760,90,415940,340,1578660,1190,414372,0,3662360,0,89036.0,0.0,['PHY393811'],['PHY393811'],721,No
104,PRV52630,72.0,75.0,429,0,1,14,640,1.0,1.0,0.0,0.0,PHY319958,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,873470,100,276620,400,954980,1260,374320,0,3184310,0,92978.0,0.0,['PHY420636'],['PHY319958'],434,Yes
105,PRV56412,74.0,72.0,110,1,1,44,150,1.0,1.0,0.0,0.0,PHY421051,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,111360,65,92910,240,293980,820,95352,0,659810,0,9862.0,0.0,"['PHY320706', 'PHY421051']",['PHY421051'],112,No
106,PRV57173,70.0,74.0,1213,0,1,49,120,1.0,1.0,0.0,0.0,PHY344680,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1326410,80,761290,350,2567590,1200,659460,0,6176720,0,104190.0,0.0,['PHY391541'],['PHY336431'],1225,Yes
107,PRV57412,67.0,71.0,296,0,1,51,120,1.0,1.0,0.0,0.0,PHY343240,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,150380,80,302460,440,866700,1030,179424,0,1317860,0,10892.0,0.0,['PHY343240'],['PHY343240'],298,No
108,PRV52985,74.0,74.0,1393,0,1,16,760,1.0,1.0,0.0,0.0,PHY314546,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1720120,90,1096060,410,3411140,1300,761876,0,8355260,0,128764.0,0.0,['PHY378760'],['PHY393922'],1403,Yes
109,PRV52045,68.0,74.0,240,0,1,10,120,1.0,1.0,0.0,0.0,PHY325827,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,577030,90,149306,310,502000,1020,147384,0,1462990,0,49598.0,0.0,"['PHY359571', 'PHY421972']","['PHY336118', 'PHY337926', 'PHY375519']",243,Yes
110,PRV54998,76.0,77.0,206,0,1,33,740,1.0,1.0,0.0,0.0,PHY377242,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,563540,100,140770,450,438430,1400,210154,1068,1539890,0,62384.0,0.0,['PHY375564'],['PHY352781'],207,Yes
111,PRV51590,74.0,74.0,83,0,1,5,200,4.0,1.0,4.0,2.0,PHY316253,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,781380,7000,31530,130,123340,590,142908,1068,1225070,10000,84372.0,1068.0,['PHY337919'],['PHY369722'],84,Yes
112,PRV51823,66.0,70.0,11,1,1,5,460,5.0,1.0,5.0,0.0,PHY383522,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,44530,3000,5240,420,18290,1110,19224,2136,116070,8000,8544.0,1068.0,['PHY383522'],['PHY314256'],11,No
113,PRV54882,67.0,75.0,252,0,1,33,650,1.0,1.0,0.0,0.0,PHY362879,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,369680,100,194700,410,622070,1360,167736,0,1710260,0,34946.0,0.0,"['PHY341695', 'PHY407126']",['PHY387203'],253,Yes
114,PRV52903,76.0,78.0,200,0,1,14,141,3.0,1.0,3.0,0.0,PHY400274,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1568110,6000,103890,270,363080,875,334200,1068,2856240,9580,174144.0,1068.0,['PHY377670'],"['PHY348335', 'PHY391565']",200,Yes
115,PRV51173,69.0,73.0,22,1,1,3,30,1.0,1.0,0.0,0.0,PHY400946,0,2.0,2,2.0,2,1.5,1,1.0,1,2.0,2,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,96290,100,23550,330,92030,2565,20292,1068,202300,3220,7676.0,0.0,"['PHY324695', 'PHY328124', 'PHY343730', 'PHY352119', 'PHY356404', 'PHY375511', 'PHY390564']","['PHY400946', 'PHY419795']",22,Yes
116,PRV52150,72.0,75.0,308,0,1,39,470,1.0,1.0,0.0,0.0,PHY426722,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,445240,90,183450,300,680210,1005,188976,0,1866680,0,33668.0,0.0,['PHY426722'],['PHY426722'],310,No
117,PRV52617,72.0,74.5,237,0,1,14,640,1.0,1.0,0.0,0.0,PHY416938,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,407900,100,192710,400,654790,1055,198084,0,1606570,0,44408.0,0.0,['PHY416938'],['PHY416938'],238,No
118,PRV53635,84.0,70.0,54,0,1,20,90,1.0,1.0,0.0,0.0,PHY317127,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,90660,70,29140,405,106880,1115,27768,0,259490,0,5540.0,0.0,['PHY317127'],['PHY317127'],54,No
119,PRV55911,79.0,72.0,239,0,1,39,480,1.0,1.0,0.0,0.0,PHY393943,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,465440,100,117740,240,412860,1130,164472,0,1380950,0,48840.0,0.0,['PHY393943'],['PHY315807'],239,Yes
120,PRV57548,71.0,74.0,209,0,1,52,390,1.0,1.0,2.0,0.0,PHY315746,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1069050,1850,129776,280,480620,1115,253472,1068,2451170,6100,112520.0,1068.0,['PHY372028'],['PHY312681'],210,Yes
121,PRV56231,68.0,71.0,270,0,1,42,390,1.0,1.0,0.0,0.0,PHY323132,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,408720,90,142430,310,466770,950,144680,0,1257680,0,34776.0,0.0,['PHY323132'],['PHY355116'],270,Yes
122,PRV56253,67.0,73.0,311,0,1,42,390,1.0,1.0,0.0,0.0,PHY333806,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,636680,100,167740,370,539310,1040,205040,0,1873800,0,68064.0,0.0,['PHY371195'],['PHY314445'],311,Yes
123,PRV54657,66.0,76.0,46,0,1,5,660,1.0,1.0,0.0,0.0,PHY372443,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,292220,300,24710,240,75750,595,41652,534,512600,1605,18156.0,0.0,"['PHY327467', 'PHY374946']",['PHY312470'],46,No
124,PRV52918,67.0,73.0,22,0,1,15,860,3.0,1.0,3.5,0.0,PHY317626,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,114010,3650,8140,135,34760,950,18156,1068,133410,5350,13884.0,1068.0,['PHY419660'],['PHY357922'],22,No
125,PRV51447,67.0,71.0,84,0,1,5,60,1.0,1.0,0.0,0.0,PHY395396,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,269390,100,57960,340,180660,870,49128,0,712690,0,17318.0,0.0,"['PHY322026', 'PHY343795', 'PHY349301', 'PHY350988', 'PHY357500', 'PHY368464', 'PHY380169', 'PHY384472', 'PHY388898', 'PHY389704', 'PHY392991', 'PHY400250', 'PHY404492', 'PHY407614', 'PHY409188']",['PHY392991'],89,Yes
126,PRV52359,67.0,76.0,107,0,1,11,570,1.0,1.0,0.0,0.0,PHY316707,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,426430,200,60160,270,208180,1140,109396,0,1028200,0,45146.0,0.0,"['PHY316707', 'PHY429925']",['PHY316707'],107,No
127,PRV55996,66.0,71.0,98,1,1,3,90,1.0,1.0,0.0,0.0,PHY384085,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,264130,225,78700,300,288990,885,77896,1068,573020,3025,30972.0,0.0,['PHY384085'],"['PHY379690', 'PHY405439']",98,Yes
128,PRV55194,68.0,73.0,420,0,1,34,430,1.0,1.0,0.0,0.0,PHY429828,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1700900,400,265370,300,967940,1090,441324,1068,3729070,4000,180214.0,0.0,['PHY429828'],['PHY375415'],421,Yes
129,PRV55262,73.0,72.0,395,0,1,42,410,1.0,1.0,0.0,0.0,PHY378227,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,235860,80,294090,420,958300,1460,248092,0,2007560,0,17110.0,0.0,['PHY378227'],['PHY378227'],397,No
130,PRV55813,42.0,72.0,7,0,1,37,620,2.0,2.0,2.0,2.0,PHY329244,1,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,38000,6000,1480,110,5580,860,10680,1068,66300,7000,7476.0,1068.0,['PHY329244'],['PHY329244'],7,No
